Folder,Files,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\rm-datasource\src\test\java\io\seata\rm\datasource\exec,2,399,310,262,4,45,0,44,234,30,196
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\rm-datasource\src\test\java\io\seata\rm\datasource\sql,6,1597,1108,653,187,315,0,174,846,90,588
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\rm-datasource\src\test\java\io\seata\rm\datasource\sql\druid,5,442,209,177,5,96,0,137,669,75,490
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\rm-datasource\src\test\java\io\seata\rm\datasource\sql\struct,1,1155,899,476,182,219,0,37,177,15,98
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\rm-datasource\src\test\java\io\seata\rm\datasource\undo,3,1525,1016,660,77,380,0,129,525,45,294
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\rm-datasource\src\test\java\io\seata\rm\datasource\undo\mysql,1,338,205,183,3,67,0,66,248,15,98
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\rm-datasource\src\test\java\io\seata\rm\datasource\undo\mysql\keyword,1,338,205,183,3,67,0,66,248,15,98
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\rm\src,5,570,327,227,30,73,0,170,768,75,490
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\rm\src\main,5,570,327,227,30,73,0,170,768,75,490
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\rm\src\main\java,5,570,327,227,30,73,0,170,768,75,490
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\rm\src\main\java\io,5,570,327,227,30,73,0,170,768,75,490
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\rm\src\main\java\io\seata,5,570,327,227,30,73,0,170,768,75,490
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\rm\src\main\java\io\seata\rm,5,570,327,227,30,73,0,170,768,75,490
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\server,42,6827,3742,2761,367,870,17,2215,8904,630,4116
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\server\src,42,6827,3742,2761,367,870,17,2215,8904,630,4116
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\server\src\main,29,4467,2484,1778,312,558,17,1425,5667,435,2842
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\server\src\main\java,29,4467,2484,1778,312,558,17,1425,5667,435,2842
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\server\src\main\java\io,29,4467,2484,1778,312,558,17,1425,5667,435,2842
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\server\src\main\java\io\seata,29,4467,2484,1778,312,558,17,1425,5667,435,2842
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\server\src\main\java\io\seata\server,29,4467,2484,1778,312,558,17,1425,5667,435,2842
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\server\src\main\java\io\seata\server\coordinator,4,760,532,364,50,111,2,117,564,60,392
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\server\src\main\java\io\seata\server\lock,3,262,140,106,23,28,1,94,439,45,294
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\server\src\main\java\io\seata\server\session,13,2150,1070,754,146,287,14,793,2960,195,1274
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\server\src\main\java\io\seata\server\store,6,909,530,402,79,91,0,288,1126,90,588
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\server\src\test,13,2360,1258,983,55,312,0,790,3237,195,1274
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\server\src\test\java,13,2360,1258,983,55,312,0,790,3237,195,1274
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\server\src\test\java\io,11,2050,1057,850,41,260,0,733,2924,165,1078
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\server\src\test\java\io\seata,11,2050,1057,850,41,260,0,733,2924,165,1078
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\server\src\test\java\io\seata\server,11,2050,1057,850,41,260,0,733,2924,165,1078
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\server\src\test\java\io\seata\server\coordinator,2,473,272,216,15,72,0,129,494,30,196
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\server\src\test\java\io\seata\server\lock,2,216,107,93,3,22,0,87,384,30,196
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\server\src\test\java\io\seata\server\session,5,991,482,373,20,84,0,425,1657,75,490
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\server\src\test\java\io\seata\server\store,1,332,183,159,2,78,0,71,276,15,98
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\spring,17,1610,818,611,147,186,0,606,2747,240,1568
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\spring\src,17,1610,818,611,147,186,0,606,2747,240,1568
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\spring\src\main,8,1122,637,481,135,118,0,367,1568,105,686
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\spring\src\main\java,8,1122,637,481,135,118,0,367,1568,105,686
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\spring\src\main\java\io,8,1122,637,481,135,118,0,367,1568,105,686
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\spring\src\main\java\io\seata,8,1122,637,481,135,118,0,367,1568,105,686
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\spring\src\main\java\io\seata\spring,8,1122,637,481,135,118,0,367,1568,105,686
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\spring\src\main\java\io\seata\spring\annotation,5,665,380,284,56,80,0,205,920,75,490
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\spring\src\main\java\io\seata\spring\tcc,1,136,73,57,15,13,0,50,201,15,98
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\spring\src\main\java\io\seata\spring\util,2,321,184,140,64,25,0,112,447,15,98
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\spring\src\test,9,488,181,130,12,68,0,239,1179,135,882
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\spring\src\test\java,9,488,181,130,12,68,0,239,1179,135,882
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\spring\src\test\java\io,9,488,181,130,12,68,0,239,1179,135,882
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\spring\src\test\java\io\seata,9,488,181,130,12,68,0,239,1179,135,882
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\spring\src\test\java\io\seata\spring,9,488,181,130,12,68,0,239,1179,135,882
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\spring\src\test\java\io\seata\spring\annotation,5,334,148,109,9,46,0,140,689,75,490
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\spring\src\test\java\io\seata\spring\tcc,4,154,33,21,3,22,0,99,490,60,392
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tcc,26,2531,1034,770,150,315,0,1182,4779,390,2548
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tcc\src,26,2531,1034,770,150,315,0,1182,4779,390,2548
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tcc\src\main,21,2210,923,690,146,268,0,1019,4066,315,2058
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tcc\src\main\java,21,2210,923,690,146,268,0,1019,4066,315,2058
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tcc\src\main\java\io,21,2210,923,690,146,268,0,1019,4066,315,2058
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tcc\src\main\java\io\seata,21,2210,923,690,146,268,0,1019,4066,315,2058
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tcc\src\main\java\io\seata\rm,21,2210,923,690,146,268,0,1019,4066,315,2058
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tcc\src\main\java\io\seata\rm\tcc,21,2210,923,690,146,268,0,1019,4066,315,2058
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tcc\src\main\java\io\seata\rm\tcc\api,5,413,123,86,10,57,0,233,935,75,490
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tcc\src\main\java\io\seata\rm\tcc\interceptor,3,350,183,149,25,36,0,131,578,45,294
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tcc\src\main\java\io\seata\rm\tcc\remoting,9,896,379,282,79,105,0,412,1657,135,882
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tcc\src\main\java\io\seata\rm\tcc\remoting\parser,6,576,308,228,72,59,0,209,954,90,588
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tcc\src\test,5,321,111,80,4,47,0,163,713,75,490
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tcc\src\test\java,5,321,111,80,4,47,0,163,713,75,490
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tcc\src\test\java\io,5,321,111,80,4,47,0,163,713,75,490
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tcc\src\test\java\io\seata,5,321,111,80,4,47,0,163,713,75,490
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tcc\src\test\java\io\seata\rm,5,321,111,80,4,47,0,163,713,75,490
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tcc\src\test\java\io\seata\rm\tcc,5,321,111,80,4,47,0,163,713,75,490
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tcc\src\test\java\io\seata\rm\tcc\interceptor,1,65,28,25,0,9,0,28,134,15,98
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tcc\src\test\java\io\seata\rm\tcc\remoting,1,75,30,23,0,13,0,32,138,15,98
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tcc\src\test\java\io\seata\rm\tcc\remoting\parser,1,75,30,23,0,13,0,32,138,15,98
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\test,11,1000,578,406,15,149,0,273,1194,135,882
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\test\src,10,987,566,406,15,148,0,273,1194,135,882
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\test\src\main,8,789,453,315,15,115,0,221,942,105,686
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\test\src\main\java,7,776,441,315,15,114,0,221,942,105,686
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\test\src\main\java\io,7,776,441,315,15,114,0,221,942,105,686
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\test\src\main\java\io\seata,7,776,441,315,15,114,0,221,942,105,686
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\test\src\main\java\io\seata\common,3,84,20,11,2,10,0,54,309,45,294
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\test\src\main\java\io\seata\common\loader,3,84,20,11,2,10,0,54,309,45,294
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\test\src\main\java\io\seata\test,4,692,421,304,13,104,0,167,633,60,392
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\test\src\main\java\io\seata\test\client,1,137,77,61,5,20,0,40,170,15,98
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\test\src\main\java\io\seata\test\common,1,82,43,33,0,11,0,28,128,15,98
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\test\src\main\resources,1,13,12,0,0,1,0,0,0,0,0
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\test\src\test,2,198,113,91,0,33,0,52,252,30,196
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\test\src\test\java,2,198,113,91,0,33,0,52,252,30,196
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\test\src\test\java\io,2,198,113,91,0,33,0,52,252,30,196
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\test\src\test\java\io\seata,2,198,113,91,0,33,0,52,252,30,196
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\test\src\test\java\io\seata\common,1,46,17,12,0,10,0,19,106,15,98
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\test\src\test\java\io\seata\common\loader,1,46,17,12,0,10,0,19,106,15,98
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\test\src\test\java\io\seata\core,1,152,96,79,0,23,0,33,146,15,98
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\test\src\test\java\io\seata\core\rpc,1,152,96,79,0,23,0,33,146,15,98
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\test\src\test\java\io\seata\core\rpc\netty,1,152,96,79,0,23,0,33,146,15,98
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\test\target,1,13,12,0,0,1,0,0,0,0,0
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\test\target\classes,1,13,12,0,0,1,0,0,0,0,0
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tm,22,2074,1023,723,90,310,0,741,3360,330,2156
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tm\src,22,2074,1023,723,90,310,0,741,3360,330,2156
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tm\src\main,16,1432,625,433,78,221,0,586,2625,240,1568
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tm\src\main\java,16,1432,625,433,78,221,0,586,2625,240,1568
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tm\src\main\java\io,16,1432,625,433,78,221,0,586,2625,240,1568
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tm\src\main\java\io\seata,16,1432,625,433,78,221,0,586,2625,240,1568
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tm\src\main\java\io\seata\tm,16,1432,625,433,78,221,0,586,2625,240,1568
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tm\src\main\java\io\seata\tm\api,14,1280,550,376,72,200,0,530,2359,210,1372
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tm\src\main\java\io\seata\tm\api\transaction,6,397,171,112,30,75,0,151,722,90,588
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tm\src\test,6,642,398,290,12,89,0,155,735,90,588
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tm\src\test\java,6,642,398,290,12,89,0,155,735,90,588
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tm\src\test\java\io,6,642,398,290,12,89,0,155,735,90,588
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tm\src\test\java\io\seata,6,642,398,290,12,89,0,155,735,90,588
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tm\src\test\java\io\seata\tm,6,642,398,290,12,89,0,155,735,90,588
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tm\src\test\java\io\seata\tm\api,6,642,398,290,12,89,0,155,735,90,588
C:\Users\SHUBHAM\Desktop\Projects\seata v5.0\tm\src\test\java\io\seata\tm\api\transaction,4,274,150,104,1,42,0,82,444,60,392
