File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\Predicate.java,49,4,3,0,4,0,41,287,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\PredicateUtils.java,540,124,86,29,39,0,377,2386,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\Put.java,65,7,6,0,7,0,51,345,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\QueueUtils.java,140,29,20,5,12,2,99,646,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\ResettableIterator.java,38,5,4,0,5,0,28,183,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\ResettableListIterator.java,32,4,3,0,4,0,24,167,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\SetUtils.java,676,225,146,57,56,1,395,2563,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\SetValuedMap.java,67,8,5,0,5,0,54,397,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\SortedBag.java,53,7,6,0,7,0,39,229,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\SortedBidiMap.java,59,8,6,0,5,0,46,326,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\SplitMapUtils.java,272,175,98,28,43,0,54,349,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\Transformer.java,51,4,3,0,4,0,43,293,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\TransformerUtils.java,486,120,78,25,30,0,336,2118,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\Trie.java,49,5,4,0,5,0,39,278,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\TrieUtils.java,49,8,6,1,6,0,35,207,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\Unmodifiable.java,38,3,2,0,2,0,33,221,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\bag\AbstractBagDecorator.java,99,42,24,7,16,0,41,223,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\bag\AbstractMapBag.java,625,351,244,82,43,2,231,1278,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\bag\AbstractSortedBagDecorator.java,83,29,17,4,13,0,41,223,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\bag\CollectionBag.java,241,87,59,19,19,1,135,824,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\bag\CollectionSortedBag.java,167,87,59,19,19,1,61,361,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\bag\HashBag.java,86,25,20,0,9,0,52,341,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\bag\package-info.java,39,1,1,0,1,0,37,271,37,271
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\bag\PredicatedBag.java,126,43,26,8,16,0,67,415,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\bag\PredicatedSortedBag.java,109,30,18,5,13,0,66,414,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\bag\SynchronizedBag.java,152,65,39,10,19,0,68,361,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\bag\SynchronizedSortedBag.java,109,37,23,5,14,0,58,326,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\bag\TransformedBag.java,149,55,35,11,18,2,76,493,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\bag\TransformedSortedBag.java,132,42,26,8,15,2,75,494,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\bag\TreeBag.java,148,61,41,7,17,1,70,456,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\bag\UnmodifiableBag.java,159,77,47,5,20,3,62,368,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\bag\UnmodifiableSortedBag.java,156,74,46,5,20,1,62,362,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\bidimap\AbstractBidiMapDecorator.java,91,35,20,6,12,0,44,291,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\bidimap\AbstractDualBidiMap.java,808,449,289,80,104,1,255,1169,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\bidimap\AbstractOrderedBidiMapDecorator.java,94,38,20,7,12,0,44,291,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\bidimap\AbstractSortedBidiMapDecorator.java,95,38,21,7,13,0,44,291,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\bidimap\DualHashBidiMap.java,110,39,28,1,12,1,59,353,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\bidimap\DualLinkedHashBidiMap.java,104,39,28,1,11,1,54,314,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\bidimap\DualTreeBidiMap.java,418,257,163,48,54,1,107,582,16,127
