File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\main\java\org\jsoup\nodes\XmlDeclaration.java,92,54,35,6,13,2,25,127,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\main\java\org\jsoup\parser\CharacterReader.java,484,362,264,111,63,10,59,379,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\main\java\org\jsoup\parser\HtmlTreeBuilder.java,738,593,427,145,105,42,40,581,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\main\java\org\jsoup\parser\HtmlTreeBuilderState.java,1526,1426,1148,385,44,31,56,646,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\main\java\org\jsoup\parser\package-info.java,5,1,1,0,1,0,3,11,3,11
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\main\java\org\jsoup\parser\ParseError.java,41,23,16,3,7,0,11,51,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\main\java\org\jsoup\parser\ParseErrorList.java,35,22,16,4,8,0,5,12,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\main\java\org\jsoup\parser\Parser.java,217,92,70,20,25,2,100,663,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\main\java\org\jsoup\parser\ParseSettings.java,59,35,26,6,10,0,14,57,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\main\java\org\jsoup\parser\Tag.java,318,185,131,38,37,9,96,558,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\main\java\org\jsoup\parser\Token.java,393,309,210,49,71,9,13,213,0,0
